Veh_value,Exposure,Claim_recorded,Claims_cost,Veh_body,Veh_age,Gender,Area,Age_category
31100.0,0.955509925,0,0.0,STNWG,2,M,C,2
21500.0,0.936344969,0,0.0,UTE,3,M,B,4
36100.0,0.120465435,1,4031.239998,UTE,1,M,E,2
11600.0,0.120465435,0,0.0,HDTOP,4,M,D,2
48200.0,0.021902806,0,0.0,STNWG,1,M,F,2
28530.000000000004,0.637919233,0,0.0,HDTOP,1,F,A,1
19900.0,0.977412731,0,0.0,STNWG,3,F,C,2
9300.0,0.596851472,0,0.0,HBACK,3,M,D,1
16500.0,0.021902806,0,0.0,SEDAN,2,M,A,4
13700.000000000002,0.999315537,0,0.0,HBACK,2,F,A,4
19200.0,0.971937029,0,0.0,SEDAN,2,M,C,2
33100.0,0.024640657,0,0.0,STNWG,2,F,B,4
10900.0,0.024640657,0,0.0,HBACK,2,F,C,2
12200.0,0.021902806,0,0.0,HDTOP,4,M,C,3
15000.0,0.65982204,0,0.0,HBACK,1,M,A,3
15500.0,0.257357974,0,0.0,MIBUS,4,M,C,2
6899.999999999999,0.093086927,0,0.0,HBACK,3,M,A,1
47000.0,0.65982204,0,0.0,STNWG,1,F,A,5
18353.0,0.637919233,0,0.0,HBACK,1,F,C,2
47300.00000000001,0.65982204,0,0.0,STNWG,1,M,D,3
17200.0,0.988364134,1,514.1299992,SEDAN,2,M,A,1
16299.999999999998,0.616016427,0,0.0,HBACK,4,F,A,3
12900.0,0.988364134,0,0.0,HBACK,2,F,B,2
33200.0,0.955509925,0,0.0,UTE,1,F,D,4
26400.0,0.804928131,0,0.0,STNWG,2,F,C,5
14400.0,0.988364134,0,0.0,STNWG,4,F,F,2
12200.0,0.988364134,0,0.0,HBACK,3,M,E,2
15700.0,0.043805613,0,0.0,SEDAN,2,M,A,3
15000.0,0.268309377,0,0.0,STNWG,4,M,F,2
21500.0,0.65982204,0,0.0,TRUCK,2,M,D,5
94500.0,0.194387406,0,0.0,SEDAN,1,F,C,5
11200.000000000002,0.257357974,0,0.0,SEDAN,3,M,D,4
12400.0,0.032854209,0,0.0,HBACK,1,F,C,4
13000.0,0.988364134,1,353.77,HBACK,2,F,A,5
9600.0,0.65982204,0,0.0,HBACK,3,F,B,4
15400.0,0.142368241,0,0.0,TRUCK,4,M,A,5
12200.0,0.725530459,0,0.0,STNWG,3,F,E,2
17990.0,0.112251882,0,0.0,SEDAN,1,F,E,4
12500.0,0.043805613,0,0.0,STNWG,4,M,D,2
9300.0,0.988364134,0,0.0,SEDAN,3,F,E,3
12000.0,0.999315537,0,0.0,HDTOP,4,F,C,2
17500.0,0.369609856,0,0.0,SEDAN,2,M,E,3
8400.0,0.804928131,0,0.0,SEDAN,3,F,A,3
10300.0,0.183436003,0,0.0,SEDAN,3,M,C,5
29000.0,0.635181383,0,0.0,SEDAN,1,M,A,4
110600.0,0.804928131,0,0.0,SEDAN,1,F,C,4
22000.0,0.988364134,0,0.0,STNWG,4,F,F,4
18600.0,0.887063655,0,0.0,STNWG,4,M,F,4
75800.0,0.101300479,0,0.0,STNWG,1,F,C,3
24000.0,0.350444901,0,0.0,TRUCK,3,M,F,1
17400.0,0.668035592,0,0.0,HBACK,2,F,B,2
4400.0,0.257357974,0,0.0,SEDAN,4,M,B,4
13500.0,0.323066393,0,0.0,HBACK,1,F,A,1
16800.0,0.386036961,0,0.0,HBACK,1,F,C,4
10100.0,0.350444901,0,0.0,HBACK,3,F,F,1
5300.0,0.629705681,0,0.0,SEDAN,4,F,A,1
13100.0,0.336755647,0,0.0,SEDAN,3,M,A,6
13300.0,0.440793977,0,0.0,SEDAN,2,F,C,3
45100.0,0.268309377,0,0.0,STNWG,1,M,B,5
16500.0,0.988364134,0,0.0,UTE,4,M,C,2
189400.0,0.350444901,0,0.0,CONVT,1,F,A,3
37900.0,0.985626283,0,0.0,STNWG,2,M,B,3
12900.0,0.043805613,0,0.0,MIBUS,4,F,B,4
16100.000000000002,0.804928131,0,0.0,SEDAN,3,F,C,3
31900.0,0.350444901,0,0.0,UTE,2,F,B,3
9700.0,0.739219713,0,0.0,SEDAN,3,F,D,4
16100.000000000002,0.490075291,0,0.0,SEDAN,2,F,A,2
14000.0,0.470910335,0,0.0,MIBUS,3,M,C,4
19000.0,0.350444901,0,0.0,SEDAN,1,F,E,3
4500.0,0.804928131,0,0.0,HBACK,4,F,A,1
14800.0,0.635181383,0,0.0,HBACK,2,F,B,5
27300.0,0.739219713,0,0.0,STNWG,2,F,D,4
14200.0,0.955509925,0,0.0,HBACK,3,F,A,2
28100.0,0.438056126,0,0.0,TRUCK,2,F,B,6
4000.0,0.027378508,0,0.0,SEDAN,4,F,C,6
6400.0,0.024640657,0,0.0,SEDAN,4,M,C,6
7200.0,0.438056126,0,0.0,HBACK,4,M,A,6
13600.000000000002,0.65982204,0,0.0,STNWG,4,M,D,1
32200.000000000004,0.999315537,0,0.0,UTE,2,F,E,4
12200.0,0.024640657,0,0.0,SEDAN,3,F,A,4
10600.0,0.459958932,0,0.0,HBACK,4,M,B,3
15100.0,0.369609856,1,450.0,STNWG,4,F,F,3
5300.0,0.438056126,0,0.0,HBACK,4,F,E,4
5500.0,0.438056126,0,0.0,SEDAN,4,M,C,3
23800.0,0.635181383,0,0.0,STNWG,2,F,A,3
6200.0,0.021902806,0,0.0,SEDAN,4,M,A,6
9100.0,0.309377139,0,0.0,UTE,4,M,E,3
13700.000000000002,0.027378508,0,0.0,STNWG,4,M,E,5
22799.999999999996,0.021902806,0,0.0,SEDAN,1,F,A,5
10300.0,0.438056126,1,200.0,SEDAN,3,M,B,3
8500.0,0.438056126,0,0.0,HBACK,3,F,A,3
12600.0,0.495550993,0,0.0,HBACK,2,F,A,3
11299.999999999998,0.637919233,0,0.0,HBACK,3,F,D,4
25800.0,0.635181383,0,0.0,STNWG,2,F,C,6
3000.0,0.024640657,0,0.0,HBACK,4,F,A,6
3600.0,0.164271047,0,0.0,SEDAN,4,M,D,6
46600.0,0.438056126,0,0.0,STNWG,1,M,D,3
17800.0,0.561259411,0,0.0,SEDAN,2,M,E,1
18200.0,0.120465435,0,0.0,SEDAN,2,M,A,4
3900.0,0.999315537,0,0.0,STNWG,4,F,C,5
14000.0,0.021902806,0,0.0,SEDAN,2,M,B,4
42699.99999999999,0.027378508,0,0.0,STNWG,2,F,A,4
6899.999999999999,0.021902806,0,0.0,SEDAN,4,M,B,5
7200.0,0.027378508,0,0.0,TRUCK,3,M,B,3
15000.0,0.024640657,0,0.0,HBACK,2,F,B,3
14600.0,0.971937029,0,0.0,MIBUS,4,F,A,4
10200.0,0.027378508,0,0.0,STNWG,3,F,B,4
16299.999999999998,0.024640657,0,0.0,HBACK,1,F,C,6
67700.0,0.65982204,0,0.0,RDSTR,1,M,A,3
5100.0,0.027378508,0,0.0,HBACK,4,M,A,4
47500.0,0.637919233,0,0.0,TRUCK,1,F,F,4
7000.0,0.021902806,0,0.0,HBACK,4,F,C,5
17300.0,0.027378508,0,0.0,SEDAN,1,M,C,4
15600.0,0.988364134,1,353.77,STNWG,2,F,B,2
12700.0,0.024640657,0,0.0,HBACK,3,F,C,5
12300.0,0.024640657,0,0.0,SEDAN,3,M,C,6
10600.0,0.082135524,0,0.0,SEDAN,3,F,C,4
3600.0,0.971937029,0,0.0,SEDAN,4,M,C,4
17400.0,0.257357974,0,0.0,HBACK,2,F,B,3
15800.0,0.547570157,0,0.0,SEDAN,3,F,A,5
17100.0,0.021902806,0,0.0,MCARA,4,F,C,6
7600.0,0.021902806,0,0.0,HBACK,3,M,D,5
10500.0,0.977412731,0,0.0,HBACK,4,F,B,2
15100.0,0.97467488,1,389.9499998,STNWG,4,M,F,5
22340.0,0.65982204,0,0.0,SEDAN,1,M,A,4
29400.0,0.043805613,0,0.0,STNWG,1,F,A,3
11600.0,0.65982204,0,0.0,SEDAN,3,F,C,3
24400.0,0.027378508,0,0.0,MIBUS,3,M,C,4
8700.0,0.971937029,0,0.0,SEDAN,3,F,C,3
10400.0,0.021902806,0,0.0,HBACK,3,F,B,5
4700.0,0.97467488,0,0.0,HBACK,4,F,C,2
12000.0,0.988364134,1,452.7299995,SEDAN,3,M,C,3
16500.0,0.027378508,0,0.0,HBACK,1,F,D,5
12600.0,0.977412731,0,0.0,SEDAN,3,F,A,3
16835.0,0.339493498,0,0.0,HBACK,1,F,A,1
14100.0,0.985626283,0,0.0,SEDAN,2,F,C,4
11700.0,0.651608487,1,387.2099996,HBACK,2,F,B,3
7400.0,0.988364134,1,9786.389984,SEDAN,4,F,A,4
18600.0,0.060232717,0,0.0,SEDAN,1,F,E,3
18500.0,0.271047228,0,0.0,HBACK,2,F,B,2
16200.000000000002,0.971937029,0,0.0,SEDAN,2,F,D,3
20800.0,0.024640657,0,0.0,STNWG,3,M,D,2
3800.0,0.97467488,0,0.0,SEDAN,4,F,B,3
6600.0,0.637919233,0,0.0,SEDAN,4,F,C,6
7900.0,0.632443532,0,0.0,HBACK,3,F,A,4
8800.0,0.021902806,0,0.0,HBACK,4,M,A,4
29100.0,0.021902806,0,0.0,STNWG,1,M,C,3
26900.0,0.024640657,0,0.0,STNWG,3,M,E,2
3100.0,0.024640657,0,0.0,HBACK,4,M,C,3
23200.0,0.339493498,0,0.0,STNWG,3,M,B,2
11500.0,0.635181383,0,0.0,SEDAN,3,F,B,3
61800.0,0.65982204,1,530.0,CONVT,4,M,A,5
13000.0,0.024640657,0,0.0,HBACK,2,F,B,2
5100.0,0.369609856,0,0.0,HBACK,4,M,A,2
8200.0,0.457221082,0,0.0,HBACK,3,F,C,2
26000.0,0.637919233,0,0.0,STNWG,2,F,B,3
18353.0,0.632443532,1,200.0,HBACK,1,F,E,3
29100.0,0.65982204,0,0.0,STNWG,1,F,D,2
22400.000000000004,0.741957563,0,0.0,UTE,3,M,F,1
14500.0,0.109514032,0,0.0,STNWG,4,M,C,3
33900.0,0.224503765,0,0.0,STNWG,2,F,C,2
4600.0,0.369609856,1,200.0,HBACK,4,F,A,3
24400.0,0.019164956,0,0.0,STNWG,3,F,B,3
7100.0,0.369609856,0,0.0,SEDAN,4,M,A,4
11299.999999999998,0.369609856,0,0.0,HBACK,2,F,D,4
13400.0,0.114989733,0,0.0,HBACK,1,F,B,6
16299.999999999998,0.733744011,0,0.0,SEDAN,2,F,B,1
31500.0,0.112251882,0,0.0,MCARA,3,M,F,4
4500.0,0.087611225,0,0.0,SEDAN,4,F,C,2
27599.999999999996,0.443531828,0,0.0,STNWG,1,F,C,2
18400.0,0.741957563,1,200.0,HBACK,2,F,C,4
8900.0,0.257357974,0,0.0,STNWG,4,M,B,3
40800.0,0.112251882,0,0.0,STNWG,2,F,E,2
24200.0,0.350444901,0,0.0,STNWG,2,M,C,2
35800.0,0.112251882,0,0.0,TRUCK,2,M,E,4
7100.0,0.804928131,0,0.0,SEDAN,4,F,A,3
11200.000000000002,0.043805613,0,0.0,HBACK,2,F,A,1
15900.0,0.720054757,0,0.0,SEDAN,2,F,C,6
31600.0,0.804928131,0,0.0,MIBUS,2,M,A,3
43490.0,0.427104723,0,0.0,UTE,1,M,A,2
18700.0,0.629705681,0,0.0,SEDAN,2,F,B,3
36500.0,0.010951403,0,0.0,STNWG,2,F,E,2
16100.000000000002,0.350444901,0,0.0,SEDAN,2,M,C,4
20200.0,0.714579055,0,0.0,HDTOP,3,M,A,2
20000.0,0.988364134,0,0.0,HBACK,1,F,C,2
8400.0,0.648870637,0,0.0,HBACK,4,M,B,2
13490.0,0.988364134,0,0.0,HBACK,1,F,A,4
16000.0,0.804928131,0,0.0,SEDAN,3,F,C,3
17900.0,0.199863108,0,0.0,STNWG,4,F,B,2
13700.000000000002,0.635181383,0,0.0,SEDAN,3,M,A,2
17400.0,0.043805613,0,0.0,HBACK,2,M,A,4
14500.0,0.440793977,0,0.0,SEDAN,2,F,B,5
10000.0,0.043805613,0,0.0,HBACK,3,F,C,2
11800.0,0.563997262,0,0.0,SEDAN,4,M,A,5
10500.0,0.41615332,0,0.0,SEDAN,4,F,E,4
21980.0,0.506502396,0,0.0,HBACK,1,F,E,4
10800.0,0.563997262,0,0.0,STNWG,4,F,F,2
6899.999999999999,0.635181383,1,200.0,HBACK,3,M,C,4
35400.0,0.889801506,0,0.0,STNWG,2,M,B,4
18400.0,0.109514032,0,0.0,SEDAN,1,M,A,5
15300.0,0.194387406,0,0.0,HBACK,4,F,A,4
15600.0,0.043805613,0,0.0,SEDAN,2,F,B,4
14000.0,0.440793977,0,0.0,HBACK,3,M,B,4
15300.0,0.114989733,0,0.0,SEDAN,2,M,C,4
8400.0,0.117727584,0,0.0,SEDAN,3,M,A,5
15500.0,0.366872006,0,0.0,TRUCK,1,M,F,1
22700.0,0.804928131,0,0.0,HDTOP,2,M,D,4
121600.0,0.117727584,0,0.0,COUPE,1,M,D,1
11500.0,0.635181383,0,0.0,HBACK,2,F,E,2
15900.0,0.043805613,0,0.0,STNWG,2,F,C,3
13300.0,0.34770705,0,0.0,SEDAN,3,F,E,1
12900.0,0.985626283,0,0.0,SEDAN,3,M,A,4
35200.0,0.654346338,0,0.0,MCARA,3,F,C,5
15800.0,0.635181383,1,2476.939995,UTE,3,F,B,5
4300.0,0.999315537,0,0.0,SEDAN,4,F,C,1
19700.0,0.334017796,0,0.0,PANVN,2,M,B,4
3100.0,0.019164956,0,0.0,SEDAN,4,F,C,6
29500.0,0.019164956,0,0.0,UTE,2,M,D,5
6100.0,0.1724846,0,0.0,SEDAN,4,M,B,5
20900.0,0.019164956,0,0.0,TRUCK,3,M,F,6
10800.0,0.019164956,0,0.0,SEDAN,3,F,A,3
21500.0,0.019164956,0,0.0,SEDAN,1,F,B,5
13700.000000000002,0.999315537,0,0.0,HBACK,2,M,D,2
3700.0,0.980150582,0,0.0,HBACK,4,M,D,6
10000.0,0.019164956,0,0.0,UTE,4,M,B,4
14600.0,0.657084189,0,0.0,HBACK,1,F,D,1
2200.0,0.999315537,0,0.0,HBACK,4,F,C,4
20200.0,0.960985626,1,824.9799995,HBACK,1,F,D,3
12900.0,0.019164956,0,0.0,SEDAN,3,F,A,4
7000.0,0.019164956,0,0.0,UTE,4,F,D,4
11399.999999999998,0.980150582,0,0.0,STNWG,4,M,C,4
7900.0,0.019164956,0,0.0,HBACK,4,F,C,5
28400.0,0.635181383,0,0.0,STNWG,3,M,C,2
15200.0,0.024640657,0,0.0,HDTOP,3,F,C,4
13500.0,0.019164956,0,0.0,STNWG,3,F,B,4
36500.0,0.019164956,0,0.0,STNWG,2,M,B,4
14700.0,0.950034223,1,1794.389999,SEDAN,3,M,B,3
16100.000000000002,0.019164956,0,0.0,MIBUS,4,F,C,4
52400.0,0.588637919,0,0.0,SEDAN,2,M,C,4
11299.999999999998,0.585900068,0,0.0,SEDAN,3,F,A,4
53300.0,0.662559891,0,0.0,STNWG,1,M,C,3
36000.0,0.342231348,0,0.0,STNWG,1,M,C,3
41500.0,0.635181383,1,18871.62,STNWG,2,F,D,2
31100.0,0.65982204,0,0.0,STNWG,1,M,A,2
7400.0,0.657084189,1,841.5799999,HBACK,4,M,B,4
10000.0,0.342231348,0,0.0,SEDAN,4,F,A,4
15800.0,0.59137577,0,0.0,UTE,3,M,C,3
10900.0,0.117727584,0,0.0,SEDAN,3,F,C,3
12200.0,0.041067762,0,0.0,HDTOP,4,M,F,2
6500.0,0.117727584,0,0.0,HBACK,3,F,F,1
15000.0,0.084873374,0,0.0,SEDAN,2,M,C,3
5500.0,0.34770705,0,0.0,UTE,4,M,C,1
32599.999999999996,0.109514032,0,0.0,TRUCK,2,F,A,1
18000.0,0.109514032,0,0.0,COUPE,2,F,B,2
6899.999999999999,0.635181383,1,4115.639999,HBACK,3,F,A,3
7000.0,0.635181383,0,0.0,HBACK,4,M,C,4
23600.0,0.528405202,0,0.0,STNWG,3,M,C,2
16500.0,0.350444901,0,0.0,HBACK,2,F,C,1
9700.0,0.435318275,0,0.0,SEDAN,3,F,D,6
22799.999999999996,0.041067762,0,0.0,SEDAN,1,F,C,6
9600.0,0.804928131,0,0.0,HBACK,3,F,A,3
16400.0,0.041067762,0,0.0,HBACK,1,F,B,1
12000.0,0.635181383,0,0.0,UTE,4,M,B,2
6000.0,0.114989733,0,0.0,HBACK,4,F,A,4
38900.0,0.350444901,0,0.0,UTE,1,M,B,2
13700.000000000002,0.344969199,0,0.0,HBACK,1,F,A,2
13100.0,0.629705681,0,0.0,HBACK,1,M,F,5
17900.0,0.985626283,0,0.0,STNWG,4,F,C,2
17400.0,0.985626283,0,0.0,SEDAN,2,F,C,1
6700.0,0.043805613,0,0.0,HBACK,3,F,C,4
12000.0,0.364134155,0,0.0,HBACK,2,M,A,3
8900.0,0.366872006,0,0.0,SEDAN,4,F,A,2
47100.0,0.468172485,0,0.0,STNWG,1,M,D,3
10900.0,0.117727584,0,0.0,STNWG,3,M,D,4
22900.0,0.019164956,0,0.0,SEDAN,1,F,C,6
15500.0,0.019164956,0,0.0,STNWG,2,F,A,4
12100.0,0.980150582,0,0.0,HBACK,3,M,E,6
7600.0,0.019164956,0,0.0,HBACK,3,F,B,6
20299.999999999996,0.813141684,1,14309.07999,STNWG,3,M,C,3
14700.0,0.657084189,0,0.0,HBACK,1,F,C,4
7900.0,0.980150582,0,0.0,HBACK,3,F,A,1
7100.0,0.019164956,0,0.0,UTE,4,M,D,4
14400.0,0.046543463,0,0.0,UTE,3,F,A,4
25600.0,0.440793977,0,0.0,STNWG,2,F,C,5
15700.0,0.999315537,0,0.0,STNWG,4,F,F,2
15490.0,0.648870637,0,0.0,HBACK,1,F,C,1
26000.0,0.440793977,0,0.0,SEDAN,1,M,C,2
38900.0,0.350444901,0,0.0,UTE,1,M,A,3
4600.0,0.109514032,0,0.0,HBACK,4,F,A,6
16500.0,0.109514032,0,0.0,SEDAN,2,M,A,1
34000.0,0.440793977,0,0.0,STNWG,2,F,F,2
43000.0,0.106776181,0,0.0,STNWG,2,F,D,3
8400.0,0.657084189,0,0.0,HBACK,3,F,B,5
26800.0,0.985626283,0,0.0,STNWG,3,F,E,3
10800.0,0.366872006,0,0.0,UTE,4,M,C,1
29900.000000000004,0.366872006,0,0.0,STNWG,3,F,A,2
14200.0,0.985626283,0,0.0,SEDAN,3,F,E,6
11800.0,0.985626283,0,0.0,SEDAN,3,M,B,5
32599.999999999996,0.117727584,0,0.0,STNWG,2,F,F,3
17000.0,0.635181383,0,0.0,SEDAN,2,M,A,3
41490.0,0.117727584,0,0.0,UTE,1,F,D,1
30500.0,0.117727584,0,0.0,UTE,1,M,A,1
15400.0,0.366872006,0,0.0,SEDAN,1,F,C,5
14500.0,0.985626283,1,353.77,SEDAN,3,F,C,3
22200.000000000004,0.366872006,0,0.0,STNWG,3,M,D,3
17900.0,0.366872006,0,0.0,UTE,2,M,F,2
79100.0,0.985626283,0,0.0,CONVT,2,M,A,1
18700.0,0.369609856,0,0.0,HBACK,2,F,A,2
19600.0,0.632443532,0,0.0,SEDAN,1,F,C,4
28100.0,0.470910335,0,0.0,STNWG,3,M,E,5
17300.0,0.733744011,0,0.0,STNWG,2,F,C,2
22000.0,0.109514032,0,0.0,SEDAN,3,F,C,2
9000.0,0.632443532,0,0.0,HBACK,3,F,E,3
35500.0,0.265571526,0,0.0,UTE,2,M,B,1
10600.0,0.336755647,0,0.0,PANVN,4,M,A,4
30099.999999999996,0.980150582,0,0.0,STNWG,1,F,A,1
16700.0,0.260095825,0,0.0,HBACK,3,F,A,5
14700.0,0.106776181,0,0.0,SEDAN,3,F,A,2
12300.0,0.1724846,0,0.0,HBACK,3,F,C,2
20900.0,0.114989733,0,0.0,STNWG,1,M,D,4
14200.0,0.684462697,0,0.0,SEDAN,3,F,A,4
8200.0,0.632443532,0,0.0,HBACK,4,F,D,4
5600.000000000001,0.958247776,0,0.0,HBACK,4,F,A,3
9500.0,0.802190281,0,0.0,SEDAN,4,F,B,4
17300.0,0.030116359,0,0.0,STNWG,3,F,D,4
15500.0,0.490075291,0,0.0,HBACK,2,F,D,4
10800.0,0.114989733,0,0.0,SEDAN,4,F,B,4
11399.999999999998,0.741957563,1,2153.899998,SEDAN,3,M,A,4
7200.0,0.985626283,0,0.0,HBACK,4,F,C,3
19500.0,0.985626283,1,689.3600054,SEDAN,1,F,B,5
10900.0,0.002737851,0,0.0,STNWG,3,F,E,3
6400.0,0.114989733,0,0.0,UTE,4,M,B,4
18200.0,0.985626283,1,367.7299995,SEDAN,2,F,C,1
43300.0,0.109514032,0,0.0,STNWG,2,F,C,3
10100.0,0.366872006,1,428.29,SEDAN,4,M,A,4
40100.0,0.985626283,1,2954.969994,STNWG,1,M,B,4
15900.0,0.802190281,0,0.0,HBACK,2,F,D,3
17400.0,0.982888433,0,0.0,HBACK,2,M,B,2
15600.0,0.364134155,0,0.0,HBACK,2,F,C,1
21900.0,0.142368241,0,0.0,UTE,3,M,A,2
13000.0,0.366872006,0,0.0,HDTOP,4,F,C,2
53099.99999999999,0.364134155,0,0.0,COUPE,1,F,A,3
7600.0,0.495550993,0,0.0,SEDAN,4,F,B,2
22700.0,0.112251882,0,0.0,UTE,3,F,B,2
42600.0,0.06844627,0,0.0,STNWG,2,F,E,2
26100.0,0.802190281,0,0.0,UTE,2,M,D,1
15300.0,0.438056126,0,0.0,SEDAN,3,F,A,3
19500.0,0.268309377,0,0.0,SEDAN,2,F,B,3
5200.0,0.632443532,0,0.0,HBACK,4,M,C,1
33300.0,0.733744011,0,0.0,HBACK,2,M,F,3
17400.0,0.802190281,0,0.0,HBACK,2,F,B,3
13400.0,0.041067762,0,0.0,HBACK,3,F,C,2
18100.0,0.982888433,0,0.0,SEDAN,2,F,C,5
13600.000000000002,0.999315537,0,0.0,HBACK,2,M,C,5
17900.0,0.802190281,1,876.3699989,HBACK,2,M,B,6
17400.0,0.197125257,0,0.0,HBACK,2,F,A,3
20400.0,0.561259411,0,0.0,SEDAN,2,F,B,4
13899.999999999998,0.353182752,0,0.0,SEDAN,3,F,C,4
8400.0,0.982888433,0,0.0,TRUCK,4,M,C,3
15100.0,0.733744011,1,2458.969994,SEDAN,2,M,C,5
3900.0,0.073921971,0,0.0,UTE,4,F,E,1
14300.0,0.364134155,0,0.0,HBACK,1,F,C,3
17000.0,0.038329911,0,0.0,HBACK,1,F,C,2
36100.0,0.733744011,0,0.0,STNWG,2,M,F,4
25500.0,0.733744011,0,0.0,SEDAN,1,F,C,3
13700.000000000002,0.733744011,1,776.75,HBACK,2,F,C,1
42900.0,0.561259411,0,0.0,STNWG,2,M,F,2
14500.0,0.561259411,0,0.0,SEDAN,3,F,B,6
8200.0,0.572210815,0,0.0,SEDAN,3,M,B,3
25099.999999999996,0.969199179,0,0.0,STNWG,3,M,F,3
21900.0,0.561259411,0,0.0,SEDAN,2,F,C,5
15400.0,0.251882272,0,0.0,HBACK,1,F,C,4
6000.0,0.438056126,0,0.0,UTE,4,M,C,6
6600.0,0.479123888,0,0.0,UTE,4,M,C,2
17400.0,0.813141684,1,6616.769989,HBACK,2,M,B,4
23400.0,0.334017796,0,0.0,PANVN,2,M,B,5
26100.0,0.657084189,1,12311.56998,UTE,3,M,F,1
3700.0,0.271047228,0,0.0,HBACK,4,M,C,2
12500.0,0.62696783,1,200.0,STNWG,3,F,D,3
22000.0,0.635181383,0,0.0,HBACK,1,F,A,1
3700.0,0.651608487,0,0.0,SEDAN,4,F,A,3
23990.0,0.985626283,0,0.0,SEDAN,1,F,D,4
16500.0,0.613278576,0,0.0,UTE,4,F,E,2
15000.0,0.117727584,0,0.0,HBACK,2,F,D,6
6300.0,0.635181383,0,0.0,HBACK,4,F,B,2
22990.0,0.982888433,1,200.0,SEDAN,1,F,C,6
15200.0,0.635181383,0,0.0,SEDAN,2,F,B,4
22300.0,0.985626283,1,200.0,STNWG,2,F,C,3
17643.0,0.635181383,0,0.0,HBACK,1,M,C,3
45599.99999999999,0.106776181,0,0.0,STNWG,1,M,A,5
16400.0,0.635181383,0,0.0,HBACK,2,F,C,3
11500.0,0.021902806,1,19553.73993,HBACK,2,M,B,3
19800.0,0.265571526,0,0.0,SEDAN,2,F,B,2
35300.0,0.635181383,0,0.0,STNWG,3,F,F,3
15700.0,0.635181383,0,0.0,SEDAN,2,F,E,4
13100.0,0.31211499,0,0.0,HBACK,3,F,B,3
45599.99999999999,0.438056126,0,0.0,SEDAN,2,M,C,5
32700.0,0.041067762,0,0.0,STNWG,2,F,B,5
11100.000000000002,0.093086927,0,0.0,UTE,3,M,F,5
20500.0,0.265571526,0,0.0,SEDAN,2,F,B,3
51200.0,0.985626283,0,0.0,COUPE,1,F,C,4
13200.0,0.098562628,0,0.0,STNWG,3,F,C,3
15700.0,0.03559206,0,0.0,SEDAN,2,F,A,4
12900.0,0.821355236,1,4357.149994,SEDAN,3,M,C,4
13100.0,0.027378508,0,0.0,HDTOP,4,M,C,2
19100.0,0.982888433,0,0.0,PANVN,3,F,A,4
18200.0,0.97467488,0,0.0,SEDAN,2,F,B,6
25700.0,0.109514032,0,0.0,HBACK,2,F,B,6
27100.0,0.041067762,0,0.0,STNWG,1,F,A,3
2600.0,0.071184121,0,0.0,SEDAN,4,M,A,1
17500.0,0.041067762,0,0.0,STNWG,4,M,C,3
22100.0,0.733744011,0,0.0,STNWG,3,M,E,4
30400.0,0.041067762,0,0.0,TRUCK,2,M,C,3
15000.0,0.016427105,0,0.0,SEDAN,2,M,C,5
13799.999999999998,0.985626283,0,0.0,HBACK,2,M,B,4
25800.0,0.999315537,0,0.0,STNWG,3,M,F,2
4700.0,0.227241615,0,0.0,SEDAN,4,M,C,3
8700.0,0.684462697,0,0.0,SEDAN,3,F,A,5
7200.0,0.438056126,0,0.0,HBACK,3,M,F,2
13500.0,0.366872006,0,0.0,HBACK,1,F,C,6
30600.0,0.109514032,0,0.0,TRUCK,2,M,C,2
9300.0,0.440793977,1,793.9499989,HBACK,4,M,B,4
14400.0,0.323066393,0,0.0,SEDAN,2,F,D,6
11299.999999999998,0.366872006,0,0.0,STNWG,3,M,A,3
22490.0,0.985626283,0,0.0,SEDAN,1,F,B,4
19700.0,0.985626283,1,858.9599991,UTE,3,F,E,5
9600.0,0.802190281,0,0.0,HBACK,3,F,C,1
16299.999999999998,0.533880904,0,0.0,SEDAN,3,F,A,5
14000.0,0.03559206,0,0.0,HBACK,2,F,C,2
16100.000000000002,0.109514032,0,0.0,STNWG,2,F,B,3
6800.000000000001,0.438056126,0,0.0,STNWG,4,M,A,5
9000.0,0.041067762,0,0.0,HBACK,3,F,A,4
36300.0,0.438056126,0,0.0,TRUCK,2,M,E,1
12900.0,0.197125257,0,0.0,UTE,4,M,A,2
17643.0,0.632443532,0,0.0,HBACK,1,F,B,4
9400.0,0.490075291,0,0.0,HBACK,3,F,C,2
11900.0,0.002737851,0,0.0,HBACK,2,F,C,1
13100.0,0.982888433,0,0.0,HBACK,2,F,D,3
22799.999999999996,0.350444901,0,0.0,SEDAN,1,M,B,5
29400.0,0.982888433,0,0.0,STNWG,2,F,D,5
4600.0,0.635181383,0,0.0,SEDAN,4,M,C,4
19300.0,0.350444901,1,3001.709999,HBACK,1,F,D,6
8300.0,0.435318275,0,0.0,SEDAN,4,M,A,4
19300.0,0.635181383,0,0.0,STNWG,2,F,C,2
36500.0,0.284736482,0,0.0,STNWG,3,F,C,3
20200.0,0.043805613,0,0.0,STNWG,2,F,C,2
17400.0,0.635181383,0,0.0,STNWG,4,M,E,3
16100.000000000002,0.024640657,0,0.0,SEDAN,3,F,C,5
21400.0,0.317590691,0,0.0,MCARA,4,F,D,3
13000.0,0.043805613,0,0.0,HBACK,2,F,C,4
13000.0,0.366872006,0,0.0,HBACK,3,F,A,2
13400.0,0.547570157,0,0.0,STNWG,4,M,C,3
38600.0,0.350444901,0,0.0,UTE,1,F,C,4
